2023-03-22 16:18:34,224 INFO  [LogUtil] ==========内部运营平台客户管理-客户列表-新增客户功能自动化测试开始=========== 
2023-03-22 16:18:34,229 INFO  [AccountAction] 3e22ecaf-bf23-4c4e-a256-296b830a63d2 
2023-03-22 16:18:36,194 INFO  [LogUtil] 客户名称文本框输入:自动化测试输入客户名称 
2023-03-22 16:18:37,398 INFO  [LogUtil] SAP Code文本框输入:123456 
2023-03-22 16:18:38,131 INFO  [LogUtil] 客户类型下拉框选择:直客-游戏 
2023-03-22 16:18:39,711 INFO  [LogUtil] 客户等级下拉框选择:Tier3 普通 
2023-03-22 16:18:41,281 INFO  [LogUtil] 销售下拉框选择:李薇薇<liweiwei@cmcm.com> 
2023-03-22 16:18:43,008 INFO  [LogUtil] AM下拉框选择:韩玮瑶<hanweiyao@cmcm.com> 
2023-03-22 16:18:44,863 INFO  [LogUtil] 优化师下拉框选择:刘旭达<liuxuda@cmcm.com> 
2023-03-22 16:18:46,764 INFO  [LogUtil] 点击下一步按钮 
2023-03-22 16:18:48,143 INFO  [LogUtil] 联系人姓名文本框输入:赵天宇 
2023-03-22 16:18:48,911 INFO  [LogUtil] 联系人手机号文本框输入:13801281666 
2023-03-22 16:18:49,651 INFO  [LogUtil] 联系人Email文本框输入:zhaotianyu19940411@163.com 
2023-03-22 16:18:50,402 INFO  [LogUtil] 点击确定按钮 
2023-03-22 16:18:53,194 INFO  [LogUtil] 新增客户信息成功! 
2023-03-22 16:18:53,200 INFO  [LogUtil] 自动化测试垃圾数据已清除! 
2023-03-22 16:18:53,202 INFO  [LogUtil] =============================自动化测试结束=========================== 
2023-03-22 16:19:06,778 INFO  [LogUtil] ========内部运营平台-客户管理-客户列表筛选器自动化测试开始======= 
2023-03-22 16:19:07,789 INFO  [LogUtil] 客户ID文本框输入23 
2023-03-22 16:19:07,832 INFO  [LogUtil] 点击搜索按钮 
2023-03-22 16:19:08,166 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:08,683 INFO  [LogUtil] 断言页面是否包括脱敏数据,23因为字符串长度较短,仅截取前1位! 
2023-03-22 16:19:08,957 INFO  [LogUtil] 页面找到字符串: 23, 断言成功! 
2023-03-22 16:19:08,957 INFO  [LogUtil] 清除文本框内容 
2023-03-22 16:19:09,486 INFO  [LogUtil] 联合搜索下拉框选择《环球时报》社有限公司 
2023-03-22 16:19:11,046 INFO  [LogUtil] 点击搜索按钮 
2023-03-22 16:19:11,344 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:11,861 INFO  [LogUtil] 断言页面是否包括脱敏数据前两位: 《环,后两位: 公司 
2023-03-22 16:19:12,376 INFO  [LogUtil] 页面找到字符串: 《环球时报》社有限公司, 断言成功! 
2023-03-22 16:19:12,376 INFO  [LogUtil] 恢复联合验证下拉框数据 
2023-03-22 16:19:13,648 INFO  [LogUtil] SAP客户名称下拉框选择作废-萨提尼尔（香港）有限公司 
2023-03-22 16:19:15,270 INFO  [LogUtil] 点击搜索按钮 
2023-03-22 16:19:15,555 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:16,077 INFO  [LogUtil] 断言页面是否包括脱敏数据前两位: 作废,后两位: 公司 
2023-03-22 16:19:16,635 INFO  [LogUtil] 页面找到字符串: 作废-萨提尼尔（香港）有限公司, 断言成功! 
2023-03-22 16:19:16,635 INFO  [LogUtil] 恢复SAP客户名称下拉框默认值 
2023-03-22 16:19:17,885 INFO  [LogUtil] 客户类型下拉框选择直客-游戏 
2023-03-22 16:19:19,519 INFO  [LogUtil] 点击搜索按钮 
2023-03-22 16:19:20,848 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:21,359 INFO  [LogUtil] 断言页面是否: 直客-游戏 
2023-03-22 16:19:22,556 INFO  [LogUtil] 页面找到字符串: 直客-游戏, 断言成功! 
2023-03-22 16:19:22,556 INFO  [LogUtil] 恢复客户类型下拉框默认值 
2023-03-22 16:19:24,168 INFO  [LogUtil] 客户等级下拉框选择Tier1 战略 
2023-03-22 16:19:25,851 INFO  [LogUtil] 点击搜索 
2023-03-22 16:19:26,184 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:26,688 INFO  [LogUtil] 断言页面是否: Tier1 战略 
2023-03-22 16:19:27,238 INFO  [LogUtil] 页面找到字符串: Tier1 战略, 断言成功! 
2023-03-22 16:19:27,238 INFO  [LogUtil] 恢复客户等级下拉框默认值 
2023-03-22 16:19:28,837 INFO  [LogUtil] 所属销售下拉框选择: 郝燕星 <haoyanxing@cmcm.com> 
2023-03-22 16:19:30,710 INFO  [LogUtil] 点击搜索 
2023-03-22 16:19:31,040 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:31,557 INFO  [LogUtil] 断言页面是否: 郝燕 
2023-03-22 16:19:32,670 INFO  [LogUtil] 页面找到字符串: 郝燕, 断言成功! 
2023-03-22 16:19:32,670 INFO  [LogUtil] 所属销售下拉框恢复默认值: 
2023-03-22 16:19:33,369 INFO  [LogUtil] 所属AM下拉框选择:韩玮瑶<hanweiyao@cmcm.com> 
2023-03-22 16:19:35,176 INFO  [LogUtil] 点击搜索按钮 
2023-03-22 16:19:35,640 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:36,147 INFO  [LogUtil] 断言页面是否: 韩 
2023-03-22 16:19:37,269 INFO  [LogUtil] 页面找到字符串: 韩, 断言成功! 
2023-03-22 16:19:37,269 INFO  [LogUtil] 所属AM下拉框选择恢复默认值 
2023-03-22 16:19:37,989 INFO  [LogUtil] 所属优化师下拉框选择:孙玉<sunyu6@cmcm.com> 
2023-03-22 16:19:39,894 INFO  [LogUtil] 点击搜索按钮 
2023-03-22 16:19:40,289 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:40,808 INFO  [LogUtil] 断言页面是否: 孙 
2023-03-22 16:19:41,148 INFO  [LogUtil] 页面找到字符串: 孙, 断言成功! 
2023-03-22 16:19:41,148 INFO  [LogUtil] 所属优化师下拉框选择恢复默认值 
2023-03-22 16:19:41,807 INFO  [LogUtil] SAP Code文本框输入:111 
2023-03-22 16:19:41,884 INFO  [LogUtil] 点击搜索按钮 
2023-03-22 16:19:42,153 INFO  [LogUtil] 调用assertContainsPageSource自定义断言方法 
2023-03-22 16:19:42,658 INFO  [LogUtil] 断言页面是否: 111 
2023-03-22 16:19:42,923 INFO  [LogUtil] 页面找到字符串: 111, 断言成功! 
2023-03-22 16:19:42,923 INFO  [LogUtil] 清除SAP Code文本框 
2023-03-22 16:19:44,948 INFO  [LogUtil] =============================自动化测试结束=========================== 
